minwon_title,minwon_content,minwon_type,minwon_department
 성동구청은 주택가 연막소독좀 그만 하라고요, 제가 성동구청 온라인 민원을 통해서 몇번을 연막소독 중단을 요청했습니다그런데도 달라지는게 아무것도 없어서 또 민원을 제기 합니다질병관리 본부에서 연막소독이 인체에 유해 하기 때문에 중단을 권고한것으로 알고 있습니다이를 받아들여서 타구청은 진즉에 친환경 소독으로 전환을 했는데 왜 성동구청만 유난을 떱니까담당자 답변으론 주민들이 연막소독을 해달라고 민원을 넣어서 하는 거라고 하던데그러면 연막소독의 유해성을 주민들에게 설명하고 계몽해서 친환경 소독으로 바꿔야지요언제까지 전시행정으로 구민들 눈과 귀를 겁니까그리고 새마을 봉사단이란 사람들 연막소독 공짜로 합니까 돈이 나오니까 하는거 아닙니까 기름값 약품값 하늘에서 떨어 집니까 그거 아니잖아요저사람들은 뿌려야 생기는게 있어서 주구장창 뿌리고 다니는 겁니다세상에 공짜가 어딨습니까언제까지 년대 년대 소독방식으로  구민들 건강을 해칠겁니까시대가 달라졌으면 소독방법도 달라져야죠 친환경 소독으로 바꾸란 말입니다,보건소 질병예방과,보건소
 벌레들이 너무많습니다, 안녕하세요다름이아니라 장마후 더워지기 시작하니 벌레들이 많아요 제가 성동구에 년넘게 살았는데 점점 보지못한 거미 빨강검정 체크무늬 바퀴벌레 너무커요 날라다니고 부터 심지어작년부터 곱등이까지 보입니다 요즘들어 주변에 공사하는곳이 많아서그런건지 본적없는 벌레들이 아파트 인근지역에 생기고 점점 아파트단지에서보이기까지 합니다 제가 작년인가 제작년에 이렇게 문의드려서 약치고나서 한동안 안보이다가 올해들어 다시 생기기시작했습니다빠른조치 부탁드립니다,보건소 질병예방과,보건소
 뚝섬역 번출구방면 발파작업 공사진동과 소음문제, 안녕하세요 방송통신대 뒷편 주택에 거주중인 주민입니다 월부터 공사하고 있는 발파작업 공사장의 진동때문에 생활에 불편을 겪고있습니다 소음자체가 큰것은 아니나 진동이 심각한 문제입니다 주말 토요일일요일에도 아침시간대에 누워있으면 주기적인 진동때문에 온 집이 울려서 쉴수가 없네요 너무 힘듭니다 월부터 거의 달간을 그냥 참으면서 지냈는데 한계가 온것같습니다 공사담당자에게 이야기해주셔서 진동이 안나게 해주시던가 발파시간대라도 시 이후로 변경해주셨으면 좋겠습니다항상 고생이 많으십니다 감사합니다,스마트포용도시국 맑은환경과,스마트포용도시국
 용비쉼터 찾아가는 자전거 이동 수리센터 토요일 운영 관련, 월 일 토요일 오후에 용비교 인근을 자전거로 이동하다가 앞바퀴에 펑크가 났습니다 그 때  지난 월 일 금요일에 찾아가는 자전거 이동 수리센터 관련 인터넷 보도자료를 보고 에 전화하여 첫번째 세번째 토요일 오후 시에도 운영한다는 정보를 확인했던 기억이 떠올랐습니다 그래서 저는 펑크난 자전거를 끌고 오후 시에 용비쉼터를 찾아갔고 주변에 있는 사람들에게도 많이 물어보았지만 찾아가는 자전거 이동 수리센터는 볼 수 없었습니다이에 용비쉼터 찾아가는 자전거 이동 수리센터 토요일 운영이 정확히 어떻게 되는지 확인하고 싶어 문의드리는 바입니다,안전건설교통국 교통행정과,안전건설교통국
 사근동 곱등이 바퀴가 많습니다, 사근동 거주중인 학생입니다작년까지 집 밖 골목에서만 바퀴 곱등이가 보였는데 올해는 집 안에도 좀 들어오기 시작합니다개체수가 많이 늘어난 것 같은데 방역작업 부탁드립니다 감사합니다,보건소 질병예방과,보건소
 주말주차, 안녕하십니까 금호초등학교 근처에 거주하는 주민입니다학교앞 주정차에 대하여 궁금한점과 해결 방법을 알고 싶어 문으합니다 왜 금호초등학교 주변이 주정차 금지구역 인지요 아이들 퇴교후 주거지지정 주차는 왜 안돼는지요 주정차 금지 하려면 주차장 확보를 할계획은 없는지요 평일 주정차를 못하더 라도 주말 및 방학동안 또한 명절 이더라도 주정차 가능여부 잠시정차 중 인데도 과태료 부과 확인월일 토요일 부모님 생신 가족 모임으로 동생들 방문대차량 과태료원 동생들 왈 부모님집 안온답니다 지인들도 주차할때 없어서 못온답니다대중교통 이용 취지라곤 너무 가혹 간난아기타지역 광진초등학교 근처도 주거지 주차 가능 하는걸로 알고 있습니디토요일 주차요원 인건비는 과태료로 가능한지요빠른답변 부탁드립니다      감사합니다,안전건설교통국 교통지도과,안전건설교통국
 따릉이 대여소 폐쇄조치 재고 요청  성수아이에스비즈 대여소, 안녕하세요 수고많으십니다따릉이 대여소와 관련하여 따릉이 고객센터에 먼저 문의를 드렸으나 대여소 설치 및 이전에 관한 민원은 각 구청 교통과에 문의를 해야 한다는 답변을 받아 글을 남깁니다현재 따릉이 공지사항 게시판에는  성수아이에스비즈 대여소가 월 일부터 영구 폐쇄조치에 들어간다는 공지가 있습니다해당 대여소는 근처 아이에스 비즈 타워와  에 입주한 여러 기업들의 회사원 및 성수 아이파크 등의 주민들의 주요 교통수단입니다저는 대여소가 바로 보이는 곳의 빌라에 거주하고 있어 평일 및 주말에 해당 대여소의 이용정도를 한눈에 볼수 있는 곳에 살고 있습니다출퇴근 시간에 상당한 따릉이 이용건수를 보이고 있고 주중과 주말 가릴것 없이 근처 주민들이 성수 일대의 공원과 카페들을 찾는데 크게 이용되고 있습니다덕분에 바로 옆에 사는데도 제가 탈 자전거가 없어서 못탈 정도입니다오히려 자전거 수를 늘려달라고 민원을 드려야 할 판에 대여소 폐쇄라니 너무 일방적인 처사로 보입니다대여소와 인접한 이면도로는 차량 통행 빈도가 높지 않습니다 이 때문에 통행 불편이라는 사유는 해당 도로의 이용보다는 바로 옆에 있는 아이에스 비즈타워의 주차장 출차시 문제 때문인 것으로 생각되는데 이 곳 역시 출차 빈도가 빈번하지 않으며 출차중 경보등이 동작하기 때문에 안전상에는 큰 문제가 없어 보입니다혹시 관련한 데이터나 사례가 있는것인가요만약 부득이하게 안전상의 문제로 폐쇄조치한다고 하더라도해당 대여소의 이용률을 보았을때는 두 빌딩이 인접한 근방에 관련한 문제가 없는 곳을 찾아 대여소를 옮기는 것이 마땅하지 단순 폐쇄조치는 옳지 않습니다해당 문제에 대해 재고를 부탁드립니다아래는 따릉이 공지사항 전문입니다안녕하세요서울 자전거 따릉이입니다아래 대여소를 영구 폐쇄예정하오니이용에 착오 없으시길 바랍니다영구 폐쇄예정대여소   성수아이에스비즈타워 앞사용중단기간    영구 폐쇄사용중단사유  통행 불편 및 안전사고 예방이용에 불편드려 죄송합니다 불편사항 또는 문의사항 연락처  ,  연계처리내역    민원상세보기원본 추천기관  서울특별시 이송추천사유  소관부서인 서울시설공단으로 이송요청합니다  담당자김수정 연락처 처리상태  이송이첩 아래 답변이 안보일 경우 위의  민원상세보기원본을 클릭하여 확인해 주시기 바랍니다  연계된 기관에서 처리한 내용으로 궁금하신 사항은 해당 기관으로 문의해야 합니다     ,이송이첩/다부처병렬
 우리은행 화양동지점 건너편 횡당보도 대기가 유난히 다른 곳 보다 깁니다, 안녕하세요우리은행 화양동 지점 횡단보도 대기는 너무 긴 것에 반면 횡단 시간은 생각보다 짧습니다조금 개선해 주실 수 있을까요,  연계처리내역    민원상세보기원본 추천기관  경찰청 이송추천사유  횡단보도 신호 관련으로 경찰서로 이송요청합니다  담당자김수정 연락처 처리상태  이송이첩 아래 답변이 안보일 경우 위의  민원상세보기원본을 클릭하여 확인해 주시기 바랍니다  연계된 기관에서 처리한 내용으로 궁금하신 사항은 해당 기관으로 문의해야 합니다     ,이송이첩/다부처병렬
 자전거도로  보수 부탁합니다, 노원구에 사는 시민입니다저희 남편은 동부간선도로와 한강까지 자전거 도로를 이용해서 운동을 하고 있었습니다자전거는 초등학교때부터 이용하고 있었기에 그리 무서운게 아니라고 여겼는지 한양대병원또한 자전거를 타고 다녔습니다월일아침에도 한양대병원 피검사하러 아침에 나갔었는데사고가 났다고 연락이 왔었습니다자전거 사고라서 그리 큰사고가 아니라고 생각했는데 아니었습니다한양대병원 응급실에 가서 검사를 해봤더니쇄골과 갈비뼈 네개가 골절이 되었습니다그날 바로입원해서 수술하고 퇴원해서 지금 집에서 요양중이랍니다정신없는 주가 되어서  이젠 안정이 되가고 있답니다머리의 뇌가 다치지않고 갈비뼈로 인한 내장파열이 안된걸로만족하지만 사고 경위를 듣고 이렇게 글을 올립니다사고나서 잠깐 정신을 잃었는데 지나가는분이 부축여줘서일어나게 되었는데 뒤에 있는 누군가가  저번에도 여기서 사고가 났다고 말한소리를  듣게 되었다고합니다자전거 도로가 물이 많이 고여서 잠깐 옆으로 비꼈었는데다시 자전거 도로를 올라타다가 턱이 높아서 쭈욱미끄러지게 된거라고합니다자전거 도로 위 물이 고이는걸  수리하던지아니면 밑부분을 좀더 메끄럽게 하는게 또다른 사고를 예방하는거 같아서 글을 올립니다이젠 장마철이라서 또다른 사고가 날까봐 걱정이됩니다사근동 삼거리에서  용답역 건너기전 자전거 도로라고 합니다번거롭더라도 또다른 사고를 예방해서 이런사고가안나길 바래서 이리 올립니다자전거 사고는 대형사고로 목숨까지 잃을수 있습니다자전거를 그리 잘타는 남편이 다친거보니까 무섭기까지 합니다사근동 삼거리에서 청계천쪽으로  내려와서 오른쪽으로 돌아오는길에 사고가 난거니까 참고해주십시요사진 캡쳐해서 보냅니다더운여름 모든분들 건강유의하십시요 첨부파일     ,  연계처리내역    민원상세보기원본 추천기관  서울특별시 이송추천사유  서울시설공단청계천관리처 담당자김은주 연락처 처리상태  이송이첩 아래 답변이 안보일 경우 위의  민원상세보기원본을 클릭하여 확인해 주시기 바랍니다  연계된 기관에서 처리한 내용으로 궁금하신 사항은 해당 기관으로 문의해야 합니다     ,이송이첩/다부처병렬
 응봉근린공원대현산 책쉼터 조성 관련 민원드립니다, 안녕하세요  현재 금호산가 에 추진중인 책쉼터 조성과 관련하여 민원을 드립니다  책쉼터 예정지인 금호산가  그 중에서도 책쉼터 예정 부지는 금호벽산 동 바로 맞은편에 위치 할 예정이라고 합니다 거실에서 정면이기 때문에  거리가 매우 가까워 사생활 노출 위험이 우려됩니다 직접 와 보시면 거실 통창 바로 정면으로 생각보다 매우 거리가 가깝습니다 현재도 산책로 자체가 매우 가까워 낮에도 거실 커텐을 치고 지내고 있는 상황입니다문제 책쉼터를 조성하는 과정에서 주민에게 안내나 설명이 전무하였습니다 이전 공원길을 만들 때도 주민들이 사생활 노출로 민원을 제기하셨다고 합니다 전례가 있었음에도 불구하고 주민에게 안내가 전혀 없는구청의 일방적인 부지 선정과 책쉼터 건설을 반대합니다문제 현재 서울시에서 건설된 혹은 건설 예정인 위치를 찾아본 결과 이렇게  거주지 거실을 정면으로 바라보고  그 정면에서 매우 가까운 위치에 설치된 책쉼터는 없는 것을 조사하였습니다 양천근린공원 둘리쌍문근린공원 천왕근린공원 용마산근린공원 오동근린공원 봉제산근린공원 율현근린공원 상암근린공원 등 보통 넓은 공원의 공터에 지었거나 지을 예정입니다 금호산가 에 책쉼터를 지을 때 나무와 풀을 제거하여 짓게 된다고 합니다 좁은 산책 통행로에 짓는 책쉼터 조성 사업을 반대합니다 문제 주민에게 설명 없이 이미 설계를 마무리 하신 단계인 것 같습니다그렇게 생각하는 이유는 월부터 착공이라는 안내를 최근에 받았기 때문입니다 책쉼터 자체가 거실 정면을 마주하고 있을 뿐만 아니라 설계 사진 상으로 책쉼터 입구 앞의 벤치들 등이 거실과 정면으로 가까이 마주합니다 부지 선정뿐만 아니라 설계 자체도 주민의 사생활 노출 우려에 대한 배려가 전혀 없습니다 저희는 부지 선정 과정 설계 과정 승인 등의 절차 과정은 이미 거친 뒤 공사 착공 안내만 받은 것입니다 이러한 구청의 일방적인 행정 절차로 진행되는 책쉼터 건설 사업을 반대합니다,도시관리국 공원녹지과,도시관리국
